ID,Drug1_Name,Drug1_CID,Drug1_DBID,Drug2_Name,Drug2_CID,Drug2_DBID,Y_Score,Risk_Label,NegSample,Chem_Sim,Same_Enzyme,SideEffect_Sim,Shared_Targets,ATC_Similarity
221,Lorazepam,CID905350,DB24519,Senna; Docusate,CID736584,DB80843,289,Moderate,No,0.37,0,0.63,3,0.39
222,Drospirenone; Ethinyl Estradiol,CID637145,DB60693,Montelukast,CID925052,DB28564,267,Moderate,No,0.52,1,0.95,2,0.15
223,Fluoxetine,CID562520,DB77021,Tiotropium,CID229653,DB20650,751,High,No,0.21,1,0.22,7,0.62
224,Empagliflozin,CID520440,DB55971,Aripiprazole,CID5639,DB27981,712,High,No,0.26,0,0.24,5,0.51
225,Aripiprazole,CID279988,DB12766,Cyproheptadine,CID620507,DB96354,134,Low,No,0.22,1,0.53,10,0.35
226,Losartan,CID776212,DB86917,Amlodipine; Benazepril,CID905199,DB57522,15,Safe,Yes,0.77,0,0.58,3,0.26
227,Morphine,CID5698,DB49818,Flecainide,CID987741,DB48670,637,High,No,0.7,0,0.04,8,0.26
228,Desogestrel; Ethinyl Estradiol,CID209668,DB28356,Nortriptyline,CID101575,DB84050,342,Moderate,No,0.81,1,0.23,4,0.9
229,Albuterol,CID747976,DB63085,Famotidine,CID11762,DB25848,162,Low,No,0.94,0,0.7,10,0.95
230,Norethindrone,CID690970,DB18216,Acetaminophen,CID5793,DB81143,153,Low,No,0.05,1,0.78,1,0.07
231,Montelukast,CID441308,DB33124,Insulin Lispro,CID544391,DB20081,70,Low,No,0.09,0,0.24,6,0.08
232,Nabumetone,CID137936,DB78967,Epinephrine,CID86275,DB29819,662,High,No,0.83,0,0.23,8,0.46
233,Epinephrine,CID509076,DB34252,Magnesium Salts,CID177583,DB25599,141,Low,No,0.99,0,0.02,0,0.78
234,Thyroid,CID281062,DB38472,Rivaroxaban,CID586697,DB42285,640,High,No,0.03,0,0.44,10,0.72
235,Solifenacin,CID59282,DB29220,Timolol,CID991253,DB44927,470,Moderate,No,0.98,0,0.8,0,0.36
236,Amoxicillin,CID724995,DB32322,Albuterol; Ipratropium,CID433164,DB79385,633,High,No,0.99,0,0.62,5,0.24
237,Doxycycline,CID921807,DB56698,Sucralfate,CID200627,DB13163,266,Moderate,No,0.03,0,0.09,9,0.27
238,Pancrelipase Amylase; Pancrelipase Lipase; Pancrelipase Protease,CID826145,DB48744,Buspirone,CID715943,DB69178,570,High,No,0.62,1,0.03,1,0.87
239,Dulaglutide,CID935296,DB88117,Linagliptin,CID372389,DB90464,513,High,No,0.91,1,0.31,5,0.16
240,Ivermectin,CID957585,DB22160,Oxcarbazepine,CID627263,DB96232,177,Low,No,0.35,0,0.01,9,0.03
241,Guanfacine,CID799277,DB46883,Tadalafil,CID278933,DB96315,77,Low,No,0.36,1,0.88,9,0.15
242,Insulin Degludec,CID913654,DB76139,Ethinyl Estradiol; Norethindrone,CID82025,DB16239,194,Low,No,0.37,0,0.09,1,0.18
243,Diltiazem,CID683585,DB33162,Dorzolamide; Timolol,CID703297,DB97669,339,Moderate,No,0.7,1,0.38,10,0.31
244,Meloxicam,CID798261,DB31977,Ropinirole,CID303120,DB18022,392,Moderate,No,0.22,0,1,3,0.76
245,Diclofenac,CID844624,DB85218,Ciclopirox,CID149675,DB97253,208,Moderate,No,0.48,0,0.55,4,0.04
246,Nifedipine,CID275075,DB76477,Diazepam,CID263259,DB79436,157,Low,No,0.81,1,0.09,4,0
247,Ofloxacin,CID745026,DB34441,Fexofenadine,CID617798,DB29038,707,High,No,0.7,1,0.29,3,0.34
248,Lidocaine,CID414194,DB37058,Azithromycin,CID726874,DB18696,24,Safe,Yes,0.92,1,0.98,4,0.77
249,Famotidine,CID945705,DB23203,Tobramycin,CID296764,DB68095,335,Moderate,No,0.53,1,0.36,8,0.08
250,Ethinyl Estradiol; Norgestimate,CID677294,DB57126,Hydroxychloroquine,CID646125,DB78218,428,Moderate,No,0.48,1,0.05,0,0.9
251,Diphenhydramine,CID694797,DB32359,Buspirone,CID36992,DB53842,225,Moderate,No,0.97,1,0.84,3,0.34
252,Methotrexate,CID18455,DB96817,Ropinirole,CID846638,DB28778,559,High,No,0.58,0,0.97,10,0.15
253,Brompheniramine; Dextromethorphan; Pseudoephedrine,CID577489,DB14036,Carvedilol,CID788456,DB91631,5,Safe,Yes,0.46,0,0.56,4,0.4
254,Azithromycin,CID649919,DB80619,Fluorouracil,CID366414,DB98714,287,Moderate,No,0.14,1,0.36,1,0.66
255,Tadalafil,CID345587,DB48181,Sacubitril; Valsartan,CID559750,DB59899,641,High,No,0.51,1,0.12,3,0.07
256,Levofloxacin,CID236671,DB66485,Montelukast,CID598759,DB98140,634,High,No,0.41,1,0.79,5,0.24
257,Calcium,CID274105,DB55157,Ethinyl Estradiol; Norelgestromin,CID372201,DB92105,498,Moderate,No,0.36,0,0.99,4,0.13
258,Ticagrelor,CID957909,DB59537,Nystatin,CID70105,DB47561,617,High,No,0.01,0,0.82,8,0.41
259,Ciprofloxacin; Dexamethasone,CID178269,DB83604,Fluticasone,CID55301,DB38724,621,High,No,0.55,0,0.04,7,0.07
260,Dexamethasone,CID133345,DB36310,Amiodarone,CID894335,DB54073,785,High,No,0.47,0,0.26,6,0.51
261,Budesonide; Formoterol,CID341596,DB49254,Cyclobenzaprine,CID303817,DB67778,407,Moderate,No,0.8,1,0.69,3,0.76
262,Ivermectin,CID726076,DB93954,Ethinyl Estradiol; Etonogestrel,CID974896,DB59368,222,Moderate,No,0.43,1,0.16,1,0.3
263,Omeprazole,CID786623,DB39687,Fenofibrate,CID134438,DB56222,409,Moderate,No,0.49,1,0.85,5,0.13
264,Glimepiride,CID806278,DB67839,Latanoprost,CID136058,DB33576,532,High,No,0.76,1,0.23,5,0.06
265,Pravastatin,CID254673,DB97846,Betamethasone; Clotrimazole,CID272590,DB75146,363,Moderate,No,0.3,1,0.79,6,0.44
266,Fluticasone,CID700342,DB14289,Omega-3-acid Ethyl Esters,CID907424,DB36954,569,High,No,0.01,1,0.26,2,0.92
267,Tizanidine,CID955347,DB29187,Calcium,CID778801,DB74769,311,Moderate,No,0.1,0,0.34,2,0.45
268,Methocarbamol,CID978581,DB57792,Mirabegron,CID262320,DB12342,652,High,No,0.44,1,0.42,10,0.52
269,Dexamethasone; Neomycin; Polymyxin B,CID82650,DB66456,Anastrozole,CID893018,DB31875,474,Moderate,No,0.35,1,0.2,6,0.47
270,Ondansetron,CID611769,DB97447,Celecoxib,CID472011,DB63300,475,Moderate,No,0.51,1,0.18,3,0.25
271,Moxifloxacin,CID795722,DB70161,Hydroquinone,CID303011,DB86333,262,Moderate,No,0.62,1,0.57,5,0.06
272,Sodium Fluoride,CID557546,DB23241,Oseltamivir,CID510792,DB92656,722,High,No,0.49,1,0.86,2,0.94
273,Empagliflozin,CID606978,DB32438,Dexamethasone,CID270309,DB50671,101,Low,No,0.27,0,0.17,2,0.96
274,Dapagliflozin,CID158464,DB87561,Mirtazapine,CID755887,DB59525,473,Moderate,No,0.22,1,0.36,1,0.23
275,Atomoxetine,CID899324,DB74744,Testosterone,CID510311,DB65833,103,Low,No,0.65,0,0.95,5,0.01
276,Tramadol,CID899476,DB71722,Insulin Human; Insulin Isophane Human,CID498804,DB18343,580,High,No,0.37,1,0.33,8,0.76
277,Vitamin E,CID894484,DB65728,Lovastatin,CID624530,DB25924,544,High,No,0.44,1,0.92,7,0.64
278,Calcium,CID257365,DB54377,Nortriptyline,CID6590,DB85684,46,Safe,Yes,0.07,0,0.79,1,0.1
279,Sertraline,CID734336,DB42167,Icosapent Ethyl,CID632984,DB62302,150,Low,No,0.2,0,0.88,8,0.23
280,Erythromycin,CID473959,DB62594,Ticagrelor,CID820489,DB57260,96,Low,No,0.56,1,0.34,1,0.28
281,Brimonidine,CID117524,DB71357,Thyroid,CID355269,DB35547,560,High,No,0.23,1,0.75,8,0.02
282,Nitroglycerin,CID118270,DB78744,Ascorbic Acid,CID897891,DB12128,205,Moderate,No,0.22,0,0.91,6,0.17
283,Doxazosin,CID847379,DB84540,Estradiol,CID663205,DB31538,248,Moderate,No,0.19,0,0.71,7,0.63
284,Pantoprazole,CID270515,DB68903,Betamethasone,CID254360,DB82185,681,High,No,0.43,0,0.08,6,0.26
285,Ofloxacin,CID526566,DB29348,Diltiazem,CID156014,DB19285,168,Low,No,0.29,0,0.32,6,0.84
286,Azithromycin,CID50485,DB89962,Cefdinir,CID784090,DB33278,534,High,No,0.09,0,0.52,2,0.17
287,Ethinyl Estradiol; Norethindrone,CID762719,DB12154,Hydroquinone,CID422357,DB13554,468,Moderate,No,0.17,0,0.54,10,0.95
288,Calcitriol,CID975928,DB66994,Atenolol,CID643701,DB98181,301,Moderate,No,0.92,0,0.02,1,0.86
289,Triamcinolone,CID119422,DB25696,Sertraline,CID710174,DB86056,640,High,No,0.27,1,0.58,0,0.46
290,Dextroamphetamine,CID345719,DB41420,Olmesartan,CID803038,DB21323,221,Moderate,No,0.83,1,0.25,1,0.9
291,Amlodipine; Benazepril,CID604779,DB48203,Norethindrone,CID553848,DB92835,245,Moderate,No,0.24,0,0.91,10,0.21
292,Propranolol,CID500219,DB92685,Pancrelipase Amylase; Pancrelipase Lipase; Pancrelipase Protease,CID817129,DB69068,422,Moderate,No,0.12,1,0.79,10,0.98
293,Dulaglutide,CID165748,DB99930,Atomoxetine,CID699460,DB44994,149,Low,No,0.72,1,0.38,9,0.79
294,Vitamin E,CID736514,DB46193,Ciprofloxacin,CID479968,DB39894,664,High,No,0.53,1,0.15,5,0.5
295,Icosapent Ethyl,CID864898,DB88361,Aspirin,CID186098,DB72497,412,Moderate,No,0.95,1,0.17,6,0.4
296,Albuterol,CID284556,DB67458,Mesalamine,CID578565,DB48325,236,Moderate,No,0.33,1,0.33,6,0.62
297,Hydrochlorothiazide,CID661623,DB36693,Dexamethasone; Neomycin; Polymyxin B,CID823115,DB53161,38,Safe,Yes,0.84,1,0.29,5,0.82
298,Insulin Aspart,CID942285,DB55390,Tirzepatide,CID782295,DB24323,488,Moderate,No,0.67,1,0.78,4,0.83
299,Indomethacin,CID685170,DB48394,Clobetasol,CID932671,DB84065,436,Moderate,No,0.32,1,0.85,2,0.77
300,Melatonin,CID407795,DB18475,Ketorolac,CID704427,DB92485,744,High,No,0.84,1,0.31,9,1
301,Norethindrone,CID395462,DB79647,Ethinyl Estradiol; Levonorgestrel,CID98612,DB21783,449,Moderate,No,0.51,1,0.51,6,0.61
302,Hydralazine,CID569681,DB66534,Fluticasone; Umeclidinium; Vilanterol,CID390048,DB48379,528,High,No,0.04,1,0.82,0,0.17
303,Tramadol,CID233386,DB24495,Atomoxetine,CID834485,DB10212,469,Moderate,No,0.49,0,0.37,0,0.29
304,Terazosin,CID877491,DB53364,Pancrelipase Amylase; Pancrelipase Lipase; Pancrelipase Protease,CID684596,DB47881,322,Moderate,No,0.69,1,0.38,7,0.53
305,Ivermectin,CID795649,DB72637,Tadalafil,CID749984,DB26807,347,Moderate,No,0.66,0,0.32,3,0.02
306,Ondansetron,CID803599,DB99052,Fluorouracil,CID265616,DB66811,410,Moderate,No,0.33,0,0.13,0,0.02
307,Metformin,CID512125,DB83698,Tirzepatide,CID24887,DB85738,697,High,No,0.36,1,0.88,8,0.62
308,Terazosin,CID262900,DB16720,Sulfamethoxazole; Trimethoprim,CID362207,DB84293,139,Low,No,0.84,1,0.41,6,0.68
309,Doxepin,CID830898,DB13309,Trazodone,CID125316,DB77644,175,Low,No,0.6,1,0.05,2,0.79
310,Dorzolamide; Timolol,CID533129,DB97789,Codeine; Guaifenesin,CID943802,DB31623,320,Moderate,No,0.44,1,0.74,10,0.82
311,Fluconazole,CID761925,DB73898,Bisacodyl,CID46678,DB63448,743,High,No,0.58,1,0.45,1,0.7
312,Carvedilol,CID192049,DB24357,Valacyclovir,CID222666,DB39100,182,Low,No,0.05,1,0.21,0,0.15
313,Lorazepam,CID707651,DB10223,Lactobacillus Acidophilus,CID892439,DB92582,380,Moderate,No,0.36,1,0.69,3,0.82
314,Sucralfate,CID686811,DB76126,Methotrexate,CID103482,DB91518,605,High,No,0.47,1,0.3,10,0.52
315,Levetiracetam,CID349808,DB96385,Methylphenidate,CID777721,DB76572,229,Moderate,No,0.47,1,0.66,10,0.58
316,Tizanidine,CID688207,DB88239,Trazodone,CID780382,DB25928,735,High,No,0.39,0,0.25,4,0.83
317,Ciprofloxacin; Dexamethasone,CID501903,DB67580,Zolpidem,CID145394,DB36455,433,Moderate,No,0.16,0,0.71,8,0.66
318,Insulin Lispro,CID957754,DB96099,Penicillin V,CID677425,DB38501,172,Low,No,0.16,0,0.05,9,0.33
319,Dextroamphetamine,CID572056,DB39717,Mesalamine,CID264753,DB90960,653,High,No,0.57,1,0.95,1,0.97
320,Oseltamivir,CID598369,DB18446,Ferrous Sulfate,CID708040,DB85246,599,High,No,0.56,1,0.06,2,0.1
321,Polyethylene Glycol 3350,CID696990,DB70713,Cefdinir,CID358560,DB91461,311,Moderate,No,0.06,1,0.29,5,0.23
322,Metformin,CID752765,DB25253,Memantine,CID97318,DB84999,389,Moderate,No,0.39,0,0.52,0,0.7
323,Mesalamine,CID325660,DB95421,Erythromycin,CID924452,DB62819,570,High,No,0.93,0,0.37,10,0.09
324,Celecoxib,CID154490,DB29790,Rimegepant,CID65075,DB95017,285,Moderate,No,0.03,0,0.15,2,0.09
325,Sodium Salts,CID403513,DB74676,Valsartan,CID308133,DB29754,772,High,No,0.75,0,0.55,0,0.59
326,Tobramycin,CID939808,DB89812,Terbinafine,CID665398,DB22810,778,High,No,0.12,1,0.06,4,0.7
327,Nitrofurantoin,CID463611,DB37574,Clotrimazole,CID974572,DB10163,369,Moderate,No,0.7,0,0.45,2,0.47
328,Potassium Chloride,CID562254,DB91407,Hydrocortisone,CID948454,DB77999,795,High,No,0.33,0,0.93,9,0.48
329,Ethinyl Estradiol; Norgestimate,CID111344,DB67217,Brompheniramine; Dextromethorphan; Pseudoephedrine,CID699849,DB93007,328,Moderate,No,0.44,0,0.01,6,0.03
330,Prednisone,CID579728,DB18024,Glipizide,CID529773,DB57001,709,High,No,0.06,0,0.75,7,0.35
331,Cyclobenzaprine,CID345981,DB11440,Levetiracetam,CID721588,DB36898,122,Low,No,0.78,0,0.96,0,0.77
332,Fluoxetine,CID228416,DB86902,Medroxyprogesterone,CID836414,DB14337,581,High,No,0.15,0,0.21,4,0.78
333,Methimazole,CID978063,DB85918,Nebivolol,CID542985,DB13275,117,Low,No,0.33,1,0.2,4,0.88
334,Dapagliflozin,CID392907,DB94333,Methylphenidate,CID418545,DB70313,287,Moderate,No,0.67,1,0.16,10,0.47
335,Guaifenesin,CID78139,DB34429,Nitroglycerin,CID466378,DB91129,622,High,No,0.31,1,0.27,4,0.04
336,Mirabegron,CID743371,DB89414,Mometasone,CID396627,DB33593,387,Moderate,No,0.05,1,0.34,1,0.47
337,Atorvastatin,CID249339,DB31652,Niacin,CID393707,DB12685,142,Low,No,0.46,1,0.32,4,0.48
338,Oxybutynin,CID137836,DB63129,Insulin Aspart,CID75262,DB83992,5,Safe,Yes,0.13,0,0.48,6,0.02
339,Prednisone,CID759127,DB38891,Dorzolamide,CID609957,DB53365,87,Low,No,0.86,1,0.46,0,0.52
340,Oxycodone,CID620128,DB88464,Ivermectin,CID211427,DB87450,197,Low,No,0.58,1,1,10,0.99
341,Aspirin,CID955869,DB35401,Ramipril,CID882526,DB35588,399,Moderate,No,0.53,1,0.17,10,0.08
342,Nebivolol,CID931969,DB44464,Hydrochlorothiazide; Triamterene,CID607652,DB38329,256,Moderate,No,0.19,1,0.14,7,0.62
343,Diphenhydramine,CID333308,DB59074,Adalimumab,CID156589,DB10358,721,High,No,0.02,1,0.31,2,0.8
344,Azithromycin,CID169095,DB30734,Folic Acid,CID557027,DB57810,105,Low,No,0.65,1,0.34,9,0.52
345,Thyroid,CID658026,DB77054,Citalopram,CID927845,DB32387,206,Moderate,No,0.02,0,0.34,4,0.51
346,Hydrocortisone,CID918752,DB10435,Penicillin V,CID446712,DB84522,265,Moderate,No,0.56,1,0.13,1,0.2
347,Flecainide,CID458777,DB71540,Gabapentin,CID288835,DB91152,263,Moderate,No,0.3,1,0.93,6,0.95
348,Alprazolam,CID877090,DB64091,Guanfacine,CID573347,DB78549,672,High,No,0.28,0,0.38,9,0.79
349,Hydrochlorothiazide,CID726046,DB67698,Ascorbic Acid,CID474634,DB50528,231,Moderate,No,0.81,1,0.72,6,0.24
350,Methimazole,CID145078,DB16453,Bumetanide,CID585021,DB99031,507,High,No,0.9,0,0.83,1,0.3
351,Olmesartan,CID681518,DB17765,Methotrexate,CID287177,DB53288,398,Moderate,No,0.65,0,0.24,8,0.18
352,Calcium Phosphate; Cholecalciferol,CID178308,DB17151,Fluticasone; Vilanterol,CID456708,DB90365,617,High,No,0.74,0,0.73,6,0.12
353,Progesterone,CID262405,DB46284,Cephalexin,CID614047,DB30986,542,High,No,0.47,0,0.4,0,0.83
354,Flecainide,CID190800,DB90744,Sertraline,CID708547,DB66650,771,High,No,0.9,0,0.81,9,0.57
355,Fluconazole,CID986043,DB24057,Senna; Docusate,CID953510,DB61891,405,Moderate,No,0.69,1,0.08,5,0.24
356,Clonazepam,CID955610,DB82148,Brimonidine,CID629246,DB82259,542,High,No,0.77,1,0.93,0,0.55
357,Methotrexate,CID991036,DB34496,Dextroamphetamine,CID661074,DB91085,648,High,No,0.93,1,0.41,7,0.76
358,Paroxetine,CID306082,DB31209,Clonazepam,CID604607,DB38723,755,High,No,0.93,0,0.88,4,0.35
359,Lithium,CID269288,DB50254,Tadalafil,CID322141,DB99456,564,High,No,0.26,0,0.97,9,0.18
360,Linagliptin,CID296609,DB30567,Enalapril,CID964641,DB55746,333,Moderate,No,0.25,1,0.53,10,0.67
361,Cetirizine,CID84394,DB63404,Albuterol,CID464639,DB92646,707,High,No,0.45,1,0.11,1,0.62
362,Hydrocortisone,CID255981,DB82295,Amiodarone,CID715072,DB87875,525,High,No,0.69,0,0.72,6,0.13
363,Aspirin,CID749329,DB52494,Zolpidem,CID724254,DB69225,14,Safe,Yes,0.18,1,0.39,0,0.8
364,Escitalopram,CID917308,DB95149,Finasteride,CID48672,DB27935,322,Moderate,No,0.51,0,0.19,4,0.44
365,Rizatriptan,CID690200,DB86488,Atorvastatin,CID192990,DB15946,296,Moderate,No,0.04,1,0.13,6,0.15
366,Loratadine,CID38285,DB75263,Quetiapine,CID895289,DB53582,441,Moderate,No,0.24,1,0.45,7,0.78
367,Nystatin,CID977137,DB43439,Codeine; Guaifenesin,CID799092,DB15310,706,High,No,0.19,1,0.06,7,0.81
368,Ivermectin,CID419296,DB38851,Cephalexin,CID992004,DB91844,122,Low,No,0.06,0,0.57,2,0.09
369,Latanoprost,CID767964,DB17364,Liothyronine,CID912299,DB67615,347,Moderate,No,0.96,0,0.25,8,0.62
370,Tamsulosin,CID760717,DB26801,Ciprofloxacin; Dexamethasone,CID961747,DB35933,507,High,No,0.84,0,0,9,0.46
371,Methylprednisolone,CID119636,DB95206,Irbesartan,CID931472,DB11621,283,Moderate,No,0.56,0,0.21,2,0.92
372,Carvedilol,CID765103,DB68911,Anastrozole,CID921026,DB43700,240,Moderate,No,0.7,0,0.15,7,0.5
373,Timolol,CID682621,DB13508,Ketorolac,CID786090,DB22670,628,High,No,0.52,1,0.51,7,0.6
374,Niacin,CID805468,DB24253,Insulin Detemir,CID251821,DB30541,96,Low,No,0.88,1,0.61,5,0.25
375,Glipizide,CID834032,DB10228,Amoxicillin; Clavulanate,CID882614,DB45752,630,High,No,0.69,0,0.01,1,0.6
376,Semaglutide,CID17671,DB18763,Vitamin E,CID43461,DB89759,470,Moderate,No,0.52,1,0.61,0,0.96
377,Ketorolac,CID835665,DB83430,Colchicine,CID637665,DB35698,339,Moderate,No,0.51,0,0.45,2,0.38
378,Lactulose,CID908203,DB88122,Nirmatrelvir; Ritonavir,CID951225,DB79990,699,High,No,0.91,0,0.31,1,0.55
379,Dorzolamide,CID429112,DB51515,Glimepiride,CID741332,DB35963,538,High,No,0.51,1,0.19,1,0.69
380,Insulin Degludec,CID340200,DB62948,Evolocumab,CID518121,DB85739,778,High,No,0.28,0,0.32,4,0.07
381,Ethinyl Estradiol; Etonogestrel,CID290824,DB62301,Thyroid,CID408344,DB90677,378,Moderate,No,0.7,0,0.98,3,0.49
382,Fluoxetine,CID282090,DB80990,Insulin Human; Insulin Isophane Human,CID162049,DB42598,53,Low,No,0.53,0,0.1,8,0.15
383,Emtricitabine; Tenofovir,CID417889,DB85530,Chlorthalidone,CID128736,DB76885,262,Moderate,No,0.23,1,0.8,3,0.44
384,Fenofibrate,CID98663,DB53844,Morphine,CID603381,DB28109,367,Moderate,No,0.55,0,0.4,9,0.07
385,Paroxetine,CID499492,DB92774,Montelukast,CID101098,DB64318,788,High,No,0.32,0,0.87,8,0.33
386,Cyclobenzaprine,CID709003,DB83839,Tretinoin,CID389065,DB14075,450,Moderate,No,0.14,0,0.34,4,0.33
387,Nifedipine,CID528415,DB83951,Finasteride,CID455596,DB49868,737,High,No,0.4,1,0.48,7,0.87
388,Allopurinol,CID66412,DB41874,Carvedilol,CID143982,DB25726,672,High,No,0.84,0,0.51,10,0.64
389,Morphine,CID889229,DB56004,Finasteride,CID451345,DB90552,194,Low,No,0.81,1,0.88,8,0.27
390,Senna; Docusate,CID746474,DB86743,Dorzolamide,CID302284,DB37524,418,Moderate,No,0.01,0,0.15,1,0.73
391,Magnesium Salts,CID191182,DB93586,Meloxicam,CID165166,DB96185,578,High,No,0.28,0,0.53,6,0.73
392,Ibuprofen,CID334117,DB74919,Labetalol,CID417971,DB61253,674,High,No,0.98,0,0.32,5,0.81
393,Nifedipine,CID568140,DB97367,Rosuvastatin,CID779416,DB25898,588,High,No,0.34,0,0.89,7,0.75
394,Spironolactone,CID243220,DB24181,Nirmatrelvir; Ritonavir,CID913491,DB23708,667,High,No,0.41,0,0.68,5,0.41
395,Cetirizine,CID339201,DB92851,Finasteride,CID188825,DB37551,71,Low,No,0.25,1,0.41,0,0.62
396,Spironolactone,CID859461,DB65114,Ethinyl Estradiol; Norelgestromin,CID732007,DB29195,335,Moderate,No,0.74,0,0.57,8,0.68
397,Lamotrigine,CID884249,DB83570,Pseudoephedrine,CID223841,DB23290,196,Low,No,0.03,0,0.44,10,0.84
398,Lisinopril,CID327331,DB56537,Doxycycline,CID28350,DB32909,349,Moderate,No,0.08,1,0.54,10,0.71
399,Atenolol,CID841275,DB87257,Polymyxin B; Trimethoprim,CID871512,DB68943,474,Moderate,No,0.13,0,0.18,0,0.49
400,Amitriptyline,CID994815,DB62806,Amlodipine,CID817490,DB73685,485,Moderate,No,0.01,0,0.6,5,0.99
401,Irbesartan,CID171904,DB63615,Bisacodyl,CID636868,DB53496,28,Safe,Yes,0.87,1,0.63,5,0.16
402,Lovastatin,CID897278,DB98359,Lidocaine,CID747975,DB78611,534,High,No,0.91,0,0.98,0,0.2
403,Tadalafil,CID828741,DB25693,Guanfacine,CID381056,DB35380,573,High,No,0.37,1,0.61,8,0.86
404,Pramipexole,CID503003,DB24690,Sildenafil,CID531648,DB96149,655,High,No,0.24,1,0.55,5,0.5
405,Mesalamine,CID670421,DB30918,Rosuvastatin,CID404291,DB68199,607,High,No,0.78,0,0.58,0,0.62
406,Lorazepam,CID937700,DB94257,Bisoprolol,CID762171,DB92437,562,High,No,0.09,1,0.72,9,0.71
407,Metformin,CID138544,DB17956,Lisinopril,CID675900,DB31594,289,Moderate,No,0.92,1,0.54,1,0.41
408,Fluticasone; Salmeterol,CID189004,DB71298,Levetiracetam,CID150597,DB61070,181,Low,No,0.56,0,0.82,1,0.42
409,Hydroquinone,CID892270,DB57584,Risperidone,CID791600,DB16099,267,Moderate,No,0.59,1,0.53,10,0.57
410,Cetirizine,CID840112,DB19330,Sulfamethoxazole; Trimethoprim,CID215490,DB52394,256,Moderate,No,0.42,0,0.72,6,0.04
411,Carvedilol,CID347736,DB71844,Oxybutynin,CID57911,DB75235,562,High,No,0.73,0,1,8,0.2
412,Hydrochlorothiazide; Triamterene,CID534808,DB30717,Dextromethorphan; Promethazine,CID607239,DB68299,130,Low,No,0.47,1,0.41,8,0.86
413,Ondansetron,CID474745,DB92597,Furosemide,CID351394,DB85200,83,Low,No,0.16,1,0.47,10,0.79
414,Diphenhydramine,CID325436,DB12116,Gabapentin,CID623229,DB13740,320,Moderate,No,0.89,0,0.18,10,0.26
415,Lactulose,CID266770,DB69685,Pramipexole,CID281533,DB52741,629,High,No,0.21,1,0.64,2,0.87
416,Fluticasone; Vilanterol,CID839374,DB99180,Calcitriol,CID103896,DB65384,398,Moderate,No,0.91,0,0.57,7,0.68
417,Calcium,CID12315,DB96735,Tadalafil,CID694253,DB95192,223,Moderate,No,0.94,0,0.81,0,0.9
418,Venlafaxine,CID43015,DB41873,Moxifloxacin,CID880103,DB80933,166,Low,No,0.13,1,0.28,2,0.23
419,Levothyroxine,CID800473,DB99649,Acetaminophen; Oxycodone,CID623959,DB64809,323,Moderate,No,0.13,0,0.89,7,0.89
420,Lithium,CID261467,DB40947,Niacin,CID442472,DB49946,509,High,No,0.09,0,0.07,3,0.81
421,Rivaroxaban,CID994230,DB15329,Flecainide,CID548838,DB37746,234,Moderate,No,0.45,1,0.58,10,0.72
422,Valproate,CID277692,DB12210,Cyclosporine,CID617755,DB83300,647,High,No,0.65,0,0.06,2,0.39
423,Alprazolam,CID273095,DB87583,Benzonatate,CID715450,DB49119,116,Low,No,0.41,1,0.28,6,0.18
424,Thyroid,CID842952,DB45237,Indomethacin,CID454072,DB96680,371,Moderate,No,0.34,1,0.5,4,0.61
425,Carbamazepine,CID348865,DB80727,Doxepin,CID124747,DB88183,426,Moderate,No,0.98,0,0.94,3,0.34
426,Lactulose,CID553046,DB30684,Rosuvastatin,CID460323,DB54550,82,Low,No,0.22,1,0.79,6,0.25
427,Pioglitazone,CID559313,DB30972,Escitalopram,CID257835,DB38748,637,High,No,0.28,0,0.09,5,0.78
428,Ketotifen,CID201488,DB79258,Ezetimibe,CID402548,DB20261,472,Moderate,No,0.62,0,0.93,2,0.12
429,Cyanocobalamin,CID347485,DB34682,Erythromycin,CID434988,DB82115,604,High,No,0.68,0,0.57,9,0.83
430,Tamsulosin,CID650508,DB33122,Terazosin,CID584684,DB43064,765,High,No,0.72,1,0.44,6,0.82
431,Magnesium Salts,CID631535,DB10292,Pregabalin,CID652768,DB57346,759,High,No,0.44,0,0.17,4,0.11
432,Potassium Chloride,CID834441,DB85101,Mirabegron,CID74683,DB67378,128,Low,No,0.53,0,0.15,7,0.47
433,Valsartan,CID510007,DB14711,Ramipril,CID330649,DB94809,359,Moderate,No,0.51,1,0.95,7,0.09
434,Sodium Fluoride,CID53095,DB32076,Tretinoin,CID831071,DB88999,39,Safe,Yes,0.89,0,0.4,1,0.7
435,Semaglutide,CID367965,DB93646,Levocetirizine,CID502018,DB58689,376,Moderate,No,0.22,1,1,8,0.55
436,Methocarbamol,CID801251,DB86665,Magnesium Salts,CID145879,DB23406,563,High,No,0.22,1,0.23,3,0.25
437,Ibuprofen,CID582931,DB41900,Fexofenadine,CID785789,DB83830,378,Moderate,No,0.44,1,0.08,3,0.01
438,Budesonide; Formoterol,CID599238,DB25580,Lorazepam,CID465878,DB24308,459,Moderate,No,0.75,1,0.61,7,0.72
439,Brimonidine,CID66933,DB74350,Mupirocin,CID998800,DB33933,796,High,No,0.47,1,0.37,8,0.02
440,Levocetirizine,CID767239,DB59552,Methimazole,CID458551,DB88996,157,Low,No,0.96,0,0.28,1,0.51
441,Cephalexin,CID478864,DB41261,Acetaminophen,CID803821,DB32198,412,Moderate,No,0.87,1,0.68,9,0.57
